a,e,i,O,w,M,H
2.11791134,0.527129531,21.2942924,12.6857433,303.35412599999995,81.73088840000001,23.3744831
1.24661505,0.71583122,45.714408899999995,248.20478799999998,33.6259651,240.98698399999998,21.0217495
2.37805653,0.641849339,26.295887,349.700226,162.361206,45.210865000000005,22.8699932
1.29505801,0.475836515,66.65334320000001,196.728928,250.422821,124.552879,18.7317371
2.87110162,0.698752582,27.0289478,243.166931,314.782135,8.81736565,22.0838299
2.24359655,0.695750594,1.48265946,175.621307,201.91246,227.49577299999999,21.8716698
2.1838274,0.549088359,13.265506699999998,294.978302,81.77156070000001,169.38716100000002,23.1471825
1.85770559,0.5383338329999999,33.497974400000004,72.4255142,326.163544,146.91403200000002,23.222578
2.34484053,0.607557297,22.5916538,241.343552,243.95486499999998,59.836208299999996,22.355470699999998
1.31917071,0.894519627,9.40684605,70.5282898,212.695206,26.102012600000002,23.0243015
2.49995542,0.632830381,36.1989021,75.646225,288.45806899999997,33.5443077,20.944704100000003
2.09692335,0.707665861,9.67174053,315.254974,2.89864182,246.474014,19.9489346
1.3040297,0.500201702,44.1863976,62.0471001,151.308731,138.715912,22.866502800000003
1.78762317,0.735652745,42.9081001,81.5337448,349.011322,317.75338700000003,23.2382336
2.18863654,0.787618995,64.5985794,252.10275299999998,158.49221799999998,211.71124300000002,23.290079100000003
1.03254378,0.34491062200000006,7.61838675,241.25370800000002,6.38268089,279.17217999999997,20.944398899999996
2.5347054,0.8418027159999999,26.120124800000003,122.631927,339.291199,338.037598,22.277841600000002
2.13130188,0.6853464840000001,16.661596300000003,11.044188499999999,179.088501,38.955760999999995,22.8012066
1.69398296,0.452554733,55.688564299999996,13.4466,231.58334399999998,108.118279,20.6214237
1.78439939,0.55381006,32.520462,153.415573,18.3232651,134.624084,22.144290899999998
0.9129846690000001,0.433462739,50.6529579,160.210999,240.95277400000003,306.02243,23.340301500000002
2.56405616,0.7611846329999999,23.646759,131.237991,325.61328100000003,68.7546921,22.747488
2.4252193,0.58410114,7.12167645,5.0453639,90.3262939,356.229309,19.247545199999998
1.67396796,0.42382252200000003,41.0021248,229.815475,100.265381,52.6554871,21.7875767
0.9100412729999999,0.256996065,23.3268261,25.9291611,2.53318548,94.0195312,22.0589485
1.26292491,0.666380644,40.4873314,352.560028,150.827744,188.700684,23.3270454
0.9566143159999999,0.310273349,13.3500395,331.700256,319.07705699999997,243.12107799999998,23.4756832
2.94381928,0.695002317,56.37959670000001,120.311577,149.114136,338.613129,22.121107100000003
1.49183846,0.7083672879999999,50.0267982,339.959656,186.25028999999998,18.606000899999998,21.9200287
2.12385893,0.5403774379999999,27.7808418,350.02383399999997,250.89282200000002,107.660873,20.495706600000002
2.72282577,0.72905165,30.1783142,344.50631699999997,242.341309,6.67550325,22.9259892
1.66159821,0.519019723,31.231206899999997,333.56356800000003,290.26828,301.744171,21.9873867
1.48855484,0.44892129299999994,12.1730366,199.17926,340.150269,151.076447,18.4311352
1.79827678,0.542493641,9.61905575,178.183807,58.594497700000005,346.079285,20.803812
1.24869299,0.9650580879999999,19.8183117,105.91976899999999,175.463043,194.805267,23.305805199999998
2.14311266,0.645583451,42.033969899999995,104.477531,127.94580800000001,358.945068,21.7679234
2.46987247,0.788560092,24.547233600000002,161.863388,314.938599,150.709793,22.9945087
2.5669198,0.739185214,16.716915099999998,255.63740499999997,245.678848,244.823441,23.1898556
2.70908809,0.75135541,24.558094,219.18688999999998,345.693848,310.009888,19.926250500000002
2.78577733,0.678550601,11.043362599999998,73.4779434,251.27134700000002,247.992554,21.4659653
2.47818446,0.83801651,42.2707787,162.273682,254.861816,138.535446,23.4200211
2.25736547,0.631029367,22.2191105,23.884235399999998,180.797974,26.0583267,23.4209538
2.90654469,0.862766027,29.611043900000002,74.74662020000001,308.246765,203.123291,19.663223300000002
1.24667692,0.279017866,33.5308685,277.505951,28.636453600000003,246.60939,22.064329100000002
2.93614554,0.6801834109999999,20.4968662,312.699524,143.793304,295.89642299999997,19.0188065
2.58802795,0.715711772,26.5493088,309.568665,295.538391,213.182816,22.8313332
2.77175951,0.8020735379999999,28.084589,342.332764,170.765503,74.0926132,23.019458800000002
2.68531227,0.798372805,10.4957275,108.59940300000001,286.950195,84.7046967,22.603261899999996
1.50766158,0.699956357,53.16266629999999,182.474976,61.72452929999999,242.627548,21.4966736
2.94805861,0.8724654909999999,23.2748852,129.227676,267.589508,32.297596,22.9471302
2.43778801,0.6030606629999999,57.0606575,335.454498,89.4096222,335.676758,22.7848492
2.29650021,0.8336393240000001,7.4287405,127.882225,195.24733,153.915405,22.786300699999998
2.72478604,0.663560927,11.1743641,57.229080200000006,207.448303,38.8859901,23.334882699999998
0.77906394,0.301405042,28.9573021,208.10656699999998,236.151917,212.999634,22.991256699999997
2.43931317,0.606750965,34.1402893,20.3965034,287.62203999999997,185.078033,17.013237
1.53378558,0.34314253899999997,11.7094212,308.75293,251.60362200000003,62.8375931,23.0576115
2.31186056,0.616676986,49.83890529999999,55.54683299999999,141.68364,139.047089,20.711217899999998
1.30809963,0.6865324970000001,7.18745327,102.744225,9.43930531,41.8552399,21.875946
1.13456094,0.7179360990000001,50.2524605,68.4119949,9.63234901,249.50025899999997,23.0596867
1.62951648,0.560099781,14.1495285,345.326965,343.779053,4.49038267,21.927312899999997
2.45248008,0.62216562,35.0639801,250.638779,256.18743900000004,117.01258899999999,21.8713017
2.57236528,0.848013997,44.4669571,16.022369400000002,165.79179399999998,10.320346800000001,23.237092999999998
1.16723502,0.645381868,41.5246735,5.37515736,94.728775,351.37399300000004,23.3417072
2.11846709,0.599919915,12.199386599999999,349.219025,165.308594,86.078125,22.7872429
2.09883118,0.53498739,56.2692299,347.325195,186.84906,228.24444599999998,22.4985046
1.76989841,0.464997947,2.94388843,153.97868300000002,182.173172,209.35997,23.0538788
2.69285107,0.689653814,21.4670715,344.489166,248.792084,214.16152999999997,21.7637444
2.72487831,0.633910954,16.178735699999997,351.250885,175.957825,231.320694,22.270299899999998
2.58493304,0.8596688509999999,13.369226500000002,303.35836800000004,181.26915,114.55032299999999,21.5950508
2.27709174,0.736635149,8.78451157,309.374237,254.97479199999998,44.6592751,21.2737331
2.55435634,0.622879624,23.444044100000003,69.7351151,26.423181500000002,221.58268700000002,22.7573471
0.90483135,0.254917502,41.072002399999995,137.542068,114.22330500000001,51.0461807,23.3061008
1.68987036,0.878320098,39.5461922,269.508942,192.69923400000002,288.402832,23.2475796
1.72281849,0.7602183220000001,42.6192093,3.75908375,188.513687,136.03758200000001,22.030920000000002
1.93737268,0.49142271299999996,14.400590900000001,207.685745,20.8334694,156.912399,22.2867985
1.82595325,0.676697969,20.567710899999998,98.5034256,328.984833,319.30319199999997,22.3263226
1.71659422,0.46520224200000004,44.8402977,260.60290499999996,234.17707799999997,15.2692471,23.2722282
2.22012544,0.732438087,16.378355,202.826523,105.206558,341.745819,20.9651794
2.77649498,0.65757829,30.541217800000002,311.340729,19.4476471,328.66445899999997,23.4146633
2.44900465,0.587793469,20.0521603,164.695801,290.327911,65.80065920000001,23.0990982
1.68419385,0.471599489,43.0075455,160.863724,92.576828,289.985199,22.396182999999997
1.29321659,0.26132288600000003,68.45857240000001,77.69744870000001,273.276489,358.007721,23.4629688
1.41707933,0.46566817200000005,43.1127663,54.170902299999995,281.525299,88.1944199,22.9253807
2.74271727,0.635744214,10.5456705,285.589264,20.2485104,42.3063316,22.7711029
2.62132263,0.763102293,34.2196503,133.875641,2.40807652,85.8031693,23.4822178
2.9516077,0.7153328059999999,17.042738,83.9010773,315.735687,293.501801,22.598629000000003
2.08399534,0.555319726,9.0927763,129.309479,25.283844000000002,300.036255,21.2964802
1.41465759,0.573929489,30.570074100000003,175.59703100000002,281.011414,150.168259,23.380003
3.08574224,0.85305047,28.9749413,129.379868,356.77252200000004,109.248352,18.8068867
0.978423655,0.22233343100000003,15.2220888,26.0231991,39.233936299999996,208.571182,22.9131603
2.4149735,0.6923066379999999,10.842732400000001,259.042908,242.31015,169.29023700000002,18.4005775
1.64524508,0.470379025,8.3336544,40.348278,189.411957,10.717667599999999,22.6882992
2.59432197,0.672497392,10.218737599999999,118.62207,351.845215,285.886261,22.6062107
1.40798962,0.539084315,14.685971300000002,327.025757,245.996902,209.24316399999998,23.0185432
2.38117719,0.7649753690000001,56.638194999999996,130.831924,184.867706,178.254242,23.422698999999998
2.20120382,0.639567196,21.7280273,309.398254,137.321579,80.9268341,22.791126300000002
2.27236438,0.64751786,70.0214386,357.914734,278.235474,234.34590099999997,23.0999737
1.92776,0.5691801910000001,76.93517299999999,181.695023,140.392441,160.55252099999998,21.951189000000003
0.8786767129999999,0.21887131,31.093744300000004,9.28950882,56.984260600000006,48.6993027,22.106475800000002
1.56295359,0.769962192,27.8323097,318.815155,203.782227,263.932343,23.449482
1.78862941,0.441155136,5.80392408,214.99165299999999,16.654521900000002,334.044678,22.2425823
1.03259146,0.298827261,55.5253029,80.7908401,131.709732,124.90669299999999,23.4943676
1.36945176,0.701643527,33.083980600000004,308.714142,30.5789852,169.257172,21.727582899999998
0.953316092,0.534277916,56.025814100000005,252.935547,342.86801099999997,88.9443283,22.600891100000002
2.12071824,0.703963935,22.3248177,135.92478899999998,255.95809900000003,22.7907085,23.0882988
2.05653739,0.8036878709999999,29.350217800000003,352.959076,251.40933199999998,56.476326,18.0455437
1.34399295,0.515549064,48.8019905,92.62657929999999,254.247925,120.29843899999999,20.0402889
0.9853372570000001,0.439907819,7.58440447,255.00856000000002,261.353729,224.00758399999998,21.5805264
1.33676779,0.450890034,5.18533611,280.00778199999996,9.58315754,292.108948,22.405651100000004
2.56294227,0.794140637,17.778739899999998,231.180084,329.789246,29.6433239,23.2190762
2.57519889,0.7489113209999999,7.87867117,112.89578999999999,79.4451828,323.337616,19.716154100000004
1.65388107,0.38945460299999995,7.56928921,288.628662,277.144226,86.049736,23.3315926
1.27362406,0.596636951,36.4024315,110.401855,294.920593,253.350998,23.424249600000003
1.13770902,0.273579627,30.964120899999998,118.75216699999999,110.89679,63.1630821,22.9170151
1.30217445,0.229047671,29.0790863,170.97425800000002,43.9734955,325.194611,23.2091179
2.40829277,0.609865248,83.1471863,239.6138,292.54486099999997,177.076675,23.367826500000003
2.66229391,0.7151016,23.934921300000003,336.97454799999997,161.709015,236.64022799999998,21.2171707
1.51076889,0.35944128,7.38428497,294.66629,60.8112144,190.89032,21.7170544
2.57741261,0.799780965,29.782197999999998,256.615021,18.6549568,259.973633,21.927671399999998
1.23154378,0.678473353,36.0941544,208.032028,310.061615,292.113373,23.0893135
1.25650263,0.33385649300000003,17.1397133,68.85530849999999,340.276459,175.15026899999998,23.1706028
2.44472384,0.905080199,27.046012899999997,287.832855,156.749878,334.607391,23.1895676
1.49603999,0.811525822,42.3661804,41.119743299999996,303.632538,88.51949309999999,18.599361399999996
2.15496206,0.8581672909999999,12.452364,202.06956499999998,50.4128571,109.534927,23.0905685
2.14961028,0.532216609,57.3670044,45.8428574,282.46932999999996,64.2872086,23.032518399999997
1.5900985,0.5067885520000001,48.8440857,188.24928300000002,339.490295,186.65448,22.5143528
2.33919263,0.565765023,7.89966011,336.160889,213.32102999999998,184.61781299999998,22.4314575
2.04640675,0.654492497,2.94581938,5.76595545,32.673481,59.473758700000005,20.292593
1.24952459,0.19873650399999998,20.4403152,206.50663799999998,154.319244,159.691895,22.387971899999997
3.27106667,0.93483597,32.3130684,288.166992,37.119606,66.8528061,20.0344257
1.49182951,0.443882734,53.5142593,268.107819,101.97421999999999,279.91503900000004,21.5256329
2.0899725,0.663780987,38.8384399,189.404083,129.581329,205.323318,23.084068300000002
1.15336049,0.183091268,43.3339386,337.83194,265.141083,176.402954,23.3302193
1.84595239,0.799567878,44.740924799999995,48.1138611,31.575286900000002,343.972961,23.2954979
0.710122824,0.66770345,34.031139399999994,23.7186775,137.54754599999998,317.079987,23.418663000000002
2.60057116,0.628712356,11.5290337,49.1740532,193.455185,352.98465,23.3761272
2.38447332,0.6317967179999999,15.750941300000001,41.1679382,236.732361,38.2571526,23.311235399999997
2.63867211,0.741950333,52.4898872,32.3637581,66.06037140000001,258.87515299999995,22.9863224
1.1969521,0.827378452,7.77741909,167.745544,49.1884842,135.65661599999999,22.498992899999998
1.33965135,0.678986251,42.916740399999995,341.175171,256.852234,123.938759,19.1020241
1.81625783,0.582247615,21.614975,340.102783,288.90072599999996,314.619324,22.2683945
1.48918867,0.337161392,28.110523200000003,228.09465,54.344516799999994,301.92971800000004,19.0015392
2.0218997,0.860463738,39.065303799999995,235.4646,107.750824,318.971313,21.1964397
3.04320335,0.704470873,29.490171399999998,199.309799,157.10685700000002,175.099594,22.5487671
2.04126549,0.656375766,58.876339,121.747658,95.43710329999999,214.938812,21.8151112
1.36396682,0.394827902,42.0341377,307.63266,220.89657599999998,241.388321,23.378248199999998
2.5501368,0.618339121,17.643226600000002,193.807816,338.815552,64.5996933,21.230541199999998
2.56130338,0.6190548539999999,32.7227631,94.87355040000001,138.046921,101.947968,20.216814000000003
1.64217746,0.627429962,59.576499899999995,190.72166399999998,109.623108,159.48196399999998,21.8250027
2.24273562,0.7136159540000001,29.7458897,236.633148,348.54681400000004,117.86269399999999,22.8685875
2.14494777,0.8136843440000001,7.89549875,210.28169300000002,55.59436039999999,240.35131800000002,23.2381973
2.39468026,0.596593142,19.9663296,123.899643,252.72090099999997,244.327011,19.7654362
2.5541544,0.793197453,17.9827442,324.20480299999997,208.106079,346.49368300000003,22.4377689
2.4971652,0.676649928,6.95490503,341.00030499999997,175.704391,82.14100649999999,21.103319199999998
1.75316703,0.757409453,34.296257000000004,3.04153919,331.87606800000003,354.156586,23.373691600000004
2.49578953,0.7468364829999999,30.6438847,216.262558,312.010986,86.4943619,23.4866982
1.12187886,0.39818438899999997,8.05263519,359.149384,216.29303,84.91424559999999,23.3644371
2.15501738,0.702440143,32.7890244,169.287766,142.812378,96.1444016,19.8646736
1.28720307,0.43892175,32.7863274,166.566528,312.697968,46.6102791,22.9157696
2.74782729,0.869823635,50.029949200000004,184.639282,163.635818,60.47270970000001,23.4592075
1.48931384,0.7075034379999999,34.4148636,212.41247599999997,354.278381,32.7113304,23.4416008
1.80608988,0.43793031600000004,11.8225069,1.87466025,181.980515,16.9590721,20.197172199999997
2.05329037,0.8670187,6.85665894,245.114639,94.9296265,214.297958,22.302936600000002
1.86617088,0.546754599,38.2830963,215.17983999999998,309.55722000000003,313.325714,22.221391699999998
3.69209337,0.7570163609999999,25.029272100000004,78.14984890000001,343.388031,111.10041000000001,21.8278027
2.59242082,0.7991493340000001,65.3032303,162.62114,110.54354099999999,206.730301,23.3200741
2.19354725,0.567459404,9.40487862,59.2034645,21.353334399999998,117.154999,22.3495979
1.13732386,0.373364598,42.4615822,98.60887149999999,188.110077,44.2675438,22.914669
1.94503772,0.63136369,5.87612247,17.8466148,269.320068,233.623444,22.581991199999997
2.22233009,0.633862615,54.6840973,65.8648376,262.093506,287.34216299999997,23.491819399999997
1.70271301,0.414609849,51.5231323,101.36702700000001,122.629478,337.169037,23.4118156
2.42397976,0.682795048,9.409832,273.482513,44.3394775,213.96118199999998,23.3455677
1.54286027,0.40593367799999996,19.95121,36.1213951,143.963699,253.864639,23.482832000000002
1.82196224,0.466395259,15.4132242,163.50659199999998,278.736603,289.118317,22.297370899999997
1.61739218,0.604551077,7.47607803,49.0748672,73.48319240000001,79.0065689,23.372873300000002
2.10358047,0.90160507,16.2797413,249.06283599999998,20.4581852,166.367493,23.439514199999998
1.01436329,0.39249438,27.939912800000002,92.4503403,90.97718809999999,233.969864,22.1781101
2.39720726,0.6938114759999999,60.399765,167.046188,29.371069,34.95632929999999,22.7568359
2.65716386,0.646287322,8.43736458,225.080963,316.068481,266.42520099999996,22.739296
1.07005405,0.539271712,20.1014366,20.975174,286.010498,321.146332,22.7513866
1.8427496,0.523399711,17.2143135,237.74263,308.140228,196.075836,22.6104355
1.19822931,0.177885085,13.704020499999999,287.24755899999997,293.217468,293.037598,22.9271889
1.47702718,0.321939081,50.1890984,161.916519,62.7300453,3.55048299,22.553052899999997
1.82083201,0.636038005,78.86459350000001,126.364929,295.750458,83.70745090000001,20.4628677
1.25733256,0.37083774799999997,15.690419199999997,358.31543,182.155136,27.5876255,23.358036
2.05569625,0.602238238,6.48821211,322.76620499999996,285.171631,195.401291,19.0399857
1.99865854,0.819413543,26.8467007,349.446014,253.21582,321.437744,22.6565819
1.2786634,0.415940315,28.2332916,299.362457,120.69459499999999,56.891521499999996,22.486864100000002
2.03257203,0.5374303460000001,6.29965162,244.200333,344.821259,37.9056549,22.631429699999998
1.61811221,0.46137172,1.97699344,252.992157,132.010559,178.788071,23.315399199999998
2.42676783,0.593061566,19.149465600000003,105.85862,201.325516,292.241943,23.44557
0.94320941,0.301459283,7.61486673,1.60230875,3.65087271,333.389404,21.6147861
1.43232346,0.428379864,11.2489462,18.871883399999998,211.37272599999997,67.38792420000001,22.754247699999997
1.97634542,0.7935199140000001,33.0418015,64.717865,214.64421099999998,269.617004,23.2447109
1.1410532,0.757291913,33.028053299999996,130.708145,318.376831,139.48318500000002,23.1979733
1.78173232,0.743163586,12.9910097,211.80542000000003,354.740021,117.189301,22.589277300000003
1.76316166,0.7502174970000001,14.292728400000001,49.1944275,113.109779,228.54138199999997,22.0506229
2.16855669,0.6516892910000001,57.15903470000001,30.790998499999997,329.42202799999995,148.304916,23.4779282
2.84164929,0.645095825,68.0082397,344.003632,147.861526,276.369293,23.1854267
0.786006808,0.340092331,16.818689300000003,235.56906099999998,349.450195,186.56059299999998,23.0604076
2.15549397,0.55769968,3.68297935,171.464737,270.615387,266.81939700000004,23.1352863
2.20033407,0.61673063,21.4905338,23.2039623,139.158249,216.519028,18.130798300000002
1.53910613,0.495726049,21.286376999999998,206.30543500000002,137.717941,187.7099,22.32411
2.87590671,0.762710571,27.945184700000002,200.58059699999998,256.39495800000003,320.15451,20.8476086
1.57601571,0.395147085,22.0734997,247.69305400000002,323.260406,63.42304229999999,22.7980881
2.13823843,0.670666456,32.7418976,349.096466,327.559326,333.126465,23.3919392
2.02182317,0.733855367,7.87069082,192.793289,118.49878700000001,326.03225699999996,22.578413
1.91141176,0.5998165010000001,49.4329987,171.156326,337.96994,337.76663199999996,21.5641041
2.86586905,0.662621915,68.3376389,49.8849678,225.421509,110.378426,22.774314899999997
1.03808582,0.47674092700000004,43.911396,200.873367,307.562592,77.152626,23.340803100000002
1.88481498,0.515916526,3.61967373,244.093536,307.727173,283.574158,22.2476387
3.87824178,0.815973043,22.8921661,36.4753265,218.27368199999998,234.41539,23.2842522
2.76846218,0.650431216,28.683479300000002,269.47308300000003,6.14202261,72.8978806,23.2937603
1.12624073,0.14047373800000001,34.3357811,129.65121499999998,138.02465800000002,280.77392599999996,20.440538399999998
1.67725742,0.563643336,43.6939392,347.640289,80.53345490000001,11.0726204,20.4054832
1.3486594,0.502846301,32.5962448,322.703369,85.9051971,317.279388,21.8918552
2.34595466,0.614673376,3.73854446,97.0728073,112.59598500000001,245.86235,20.8269272
2.53262138,0.776670635,38.8701439,65.7138672,16.3286552,109.37096399999999,21.8145943
3.314574,0.769257188,53.7515488,210.80264300000002,176.545181,232.962646,21.2421398
1.17335188,0.31418752699999997,7.64276218,179.530197,270.204071,202.455856,22.8571014
1.01395953,0.283790499,55.8346748,285.454437,359.36328100000003,329.096802,22.4905605
2.63226795,0.702968597,61.68212510000001,192.998032,16.7488613,89.82142640000001,22.9211884
3.25456285,0.699312508,19.7497578,288.244965,25.8055973,208.663956,23.0191822
2.10549021,0.677740097,40.821048700000006,180.318405,143.302155,300.879303,23.114051800000002
2.38474488,0.639230669,57.940662399999994,274.65173300000004,32.241581,354.338593,23.3243027
1.10493529,0.32228893,63.528953599999994,16.7212448,121.286667,118.003891,22.329694699999997
1.53222239,0.48699161399999996,26.0738258,212.29713399999997,254.40184,55.48041920000001,23.151144
1.50621557,0.37153402,12.179635000000001,174.344818,46.573619799999996,342.268311,23.1773167
1.42372239,0.46589741100000004,35.3789253,217.97865299999998,330.40191699999997,187.397781,22.9484158
2.18239903,0.7082465290000001,66.4897156,106.013428,115.974396,340.457428,23.2518787
2.41593599,0.729766548,36.283805799999996,320.270752,260.74017299999997,35.6422234,22.2755451
1.80956185,0.6465637089999999,17.8052883,63.933521299999995,319.335205,168.462646,22.7790012
0.72271502,0.658647954,9.19093895,223.36651600000002,226.66285699999997,41.4399376,23.034927399999997
0.826952934,0.449697316,17.1206913,302.426575,113.53598000000001,356.90457200000003,21.5697651
1.87856793,0.473291099,51.175628700000004,139.36949199999998,292.936981,90.6269913,17.715902300000003
1.33320212,0.25206005600000003,8.76095295,344.875671,300.171783,254.918427,21.3220329
2.49241161,0.801383495,22.3575935,23.529260600000004,13.9881277,106.20381200000001,22.622068399999996
2.21628571,0.8570917840000001,31.720275899999997,86.498024,293.842773,37.8531342,22.1672668
1.6243943,0.411566734,37.9327545,213.749298,214.659927,68.0839462,23.356693300000003
2.09477806,0.548277676,50.628524799999994,265.283112,303.656281,134.650711,20.1480484
1.31693697,0.9168439509999999,36.959968599999996,188.953506,237.85572799999997,90.8173599,18.062587699999998
2.53735423,0.74509728,75.83309940000001,212.24231,277.227661,217.95301800000001,22.6815529
1.90558493,0.638554215,13.7728605,130.290863,16.6721611,97.96109770000001,23.2897301
1.53160083,0.551220953,38.1012192,267.166199,189.733093,203.60762,23.391981100000002
1.98147535,0.74503237,11.7911406,11.7826004,283.8573,224.573883,21.8781071
2.3790772,0.5847477320000001,24.4806843,191.10199,283.465393,113.134964,23.1645298
2.58701539,0.7124709490000001,54.6278572,332.11676,138.676834,353.474091,19.8955402
2.02558017,0.670449018,43.241313899999994,357.966125,305.699707,134.016037,23.3476124
